st,county_id,county_name,broadband_availability_per_fcc,broadband_usage,lat,long
AL,1001,Autauga County,0.81,0.28,32.5165255,-86.6319403
AL,1003,Baldwin County,0.88,0.3,33.0869398,-83.2633216
AL,1005,Barbour County,0.59,0.18,31.8589311,-85.4032078
AL,1007,Bibb County,0.29,0.07,32.8095879,-83.694562
AL,1009,Blount County,0.69,0.09,33.9510169,-86.5702002
AL,1011,Bullock County,0.06,0.05,32.09929,-85.7091657
AL,1013,Butler County,0.78,0.11,40.9162435,-79.92623988102099
AL,1015,Calhoun County,0.93,0.32,28.5031572,-96.6736551
AL,1017,Chambers County,0.82,0.34,29.7191125,-94.5412295
AL,1019,Cherokee County,0.99,0.1,31.8390826,-95.1791849
AL,1021,Chilton County,0.66,0.05,32.8522565,-86.7032845
AL,1023,Choctaw County,0.23,0.02,33.3569348,-89.2390212
AL,1025,Clarke County,0.63,0.05,41.0152092,-93.7842976
AL,1027,Clay County,0.4,0.13,33.6856157,-98.2123296
AL,1029,Cleburne County,0.13,0.05,35.5298937,-92.0312818
AL,1031,Coffee County,0.9,0.39,31.5301809,-82.8405691
AL,1033,Colbert County,0.8,0.26,34.6473396,-87.7921769
AL,1035,Conecuh County,0.4,0.05,31.3966783,-86.9437104
AL,1037,Coosa County,0.76,0.09,32.9181762,-86.2327497
AL,1039,Covington County,0.84,0.2,31.196549,-86.4597236
AL,1041,Crenshaw County,0.75,0.1,31.6809362,-86.3244009
AL,1043,Cullman County,0.77,0.27,34.1335332,-86.8779268
AL,1045,Dale County,0.93,0.27,31.3940969,-85.623763
AL,1047,Dallas County,0.76,0.19,32.7620405,-96.7790069
AL,1049,DeKalb County,0.98,0.3,41.8903447,-88.7713953
AL,1051,Elmore County,0.92,0.37,32.5801231,-86.125195
AL,1053,Escambia County,0.74,0.14,31.1168422,-87.1070947
AL,1055,Etowah County,0.96,0.32,34.0371404,-86.022147
AL,1057,Fayette County,0.38,0.06,29.8381635,-96.9559692
AL,1059,Franklin County,0.64,0.12,33.16011905,-95.21652077002003
AL,1061,Geneva County,0.54,0.07,31.0862933,-85.803014
AL,1063,Greene County,0,0.02,39.3573664,-90.3898985
AL,1065,Hale County,0.54,0.09,34.0321298,-101.8088827
AL,1067,Henry County,0.59,0.07,41.3418549,-90.1177442
AL,1069,Houston County,0.87,0.39,31.3378465,-95.390805
AL,1071,Jackson County,0.83,0.27,28.9224028,-96.55561
AL,1073,Jefferson County,0.99,0.38,29.834772,-94.1704496
AL,1075,Lamar County,0.34,0.05,33.6383552,-95.582343
AL,1077,Lauderdale County,0.79,0.23,34.9049555,-87.6747398
AL,1079,Lawrence County,0.55,0.11,41.001415,-80.350071
AL,1081,Lee County,0.96,0.4,30.3031353,-96.9588587
AL,1083,Limestone County,0.91,0.43,34.8342463,-86.9901321
AL,1085,Lowndes County,0.13,0.05,32.1088066,-86.6402541
AL,1087,Macon County,0.61,0.11,39.8455208,-88.9602376
AL,1089,Madison County,0.96,0.63,30.9551586,-95.9507234
AL,1091,Marengo County,0.13,0.06,32.201002,-87.7569365
AL,1093,Marion County,0.48,0.23,32.7931661,-94.344488
AL,1095,Marshall County,0.95,0.4,41.0324537,-89.2998456
AL,1097,Mobile County,0.95,0.28,30.6488242,-88.194642
AL,1099,Monroe County,0.6,0.13,38.2722313,-90.1792484
AL,1101,Montgomery County,0.98,0.47,30.301949,-95.5065944
AL,1103,Morgan County,0.91,0.4,39.7062265,-90.190335
AL,1105,Perry County,NA,0.07,38.0772859,-89.3760499
AL,1107,Pickens County,0.27,0.05,34.4630619,-84.4682402
AL,1109,Pike County,0.92,0.18,39.6108707,-90.8538306
AL,1111,Randolph County,0.5,0.08,38.0472916,-89.8107962
AL,1113,Russell County,0.89,0.29,38.8970508,-98.7980433
AL,1115,St. Clair County,0.79,0.24,38.4616972,-89.9324347
AL,1117,Shelby County,0.95,0.46,31.7716364,-94.1301652
AL,1119,Sumter County,0.44,0.08,28.6689748,-82.076402
AL,1121,Talladega County,0.76,0.24,33.3967079,-86.1597137
AL,1123,Tallapoosa County,0.92,0.47,32.8595687,-85.8023774
AL,1125,Tuscaloosa County,0.92,0.32,33.2668398,-87.4862182
AL,1127,Walker County,0.76,0.22,30.6795741,-95.5522823
AL,1129,Washington County,0.3,0.02,30.2226352,-96.3936114
AL,1131,Wilcox County,0.42,0.03,31.9523021,-87.3005169
AL,1133,Winston County,0.49,0.04,33.0603103,-89.0495278
AK,2013,Aleutians East Borough,NA,0.01,55.0512443,-162.8916892
AK,2016,Aleutians West Census Area,NA,0.02,51.5672222,178.8776
AK,2020,Anchorage Municipality,0.99,0.55,61.1758781,-149.1107333
AK,2050,Bethel Census Area,NA,0.03,NA,NA
AK,2060,Bristol Bay Borough,NA,0.04,58.7370341,-156.8753867
AK,2068,Denali Borough,0.37,0.25,63.878678,-149.650166
AK,2070,Dillingham Census Area,NA,0.07,59.9011107,-158.20168519999999
AK,2090,Fairbanks North Star Borough,0.88,0.35,64.8649039,-146.7751619
AK,2100,Haines Borough,0.92,0.02,59.0831232,-135.3430573
AK,2105,Hoonah-Angoon Census Area,0.25,0.05,NA,NA
AK,2110,Juneau City and Borough,0.99,0.45,58.3019496,-134.419734
AK,2122,Kenai Peninsula Borough,0.61,0.21,60.0968272,-151.788033
AK,2130,Ketchikan Gateway Borough,0.99,0.56,55.489748,-131.011963
AK,2150,Kodiak Island Borough,0.85,0.21,57.5433765,-153.3574124
AK,2164,Lake and Peninsula Borough,NA,0.02,58.3277109,-156.154765
AK,2170,Matanuska-Susitna Borough,0.87,0.31,62.3402481,-149.4793288
AK,2180,Nome Census Area,NA,0.03,65.0031061,-163.0930151
AK,2185,North Slope Borough,NA,0.08,69.5335129,-153.8220681
AK,2188,Northwest Arctic Borough,NA,0.01,67.2385127,-159.9816347
AK,2195,Petersburg Census Area,0.8,0.46,NA,NA
AK,2198,Prince of Wales-Hyder Census Area,NA,0.01,NA,NA
AK,2220,Sitka City and Borough,0.98,0.47,57.4086082,-135.4596206
AK,2230,Skagway Municipality,0.98,0.05,NA,NA
AK,2240,Southeast Fairbanks Census Area,0.37,0.09,NA,NA
AK,2261,Valdez-Cordova Census Area,0.87,0.26,NA,NA
AK,2270,Kusilvak Census Area,NA,NA,62.2002165,-163.764702
AK,2275,Wrangell City and Borough,0.9,0.36,56.2045673,-132.0432552
AK,2282,Yakutat City and Borough,NA,0.01,59.6391781,-139.3429439
AK,2290,Yukon-Koyukuk Census Area,NA,0.01,NA,NA
AZ,4001,Apache County,0,0.05,35.214632,-109.4786676
AZ,4003,Cochise County,0.59,0.32,31.8514532,-109.8181858
AZ,4005,Coconino County,0.62,0.32,35.9363252,-111.6948197
AZ,4007,Gila County,0.71,0.34,33.74135485,-110.68128894247536
AZ,4009,Graham County,0.68,0.39,32.8397096,-109.8685752
AZ,4011,Greenlee County,0.55,0.22,33.2312681,-109.2751297
AZ,4012,La Paz County,0.47,0.19,33.7923828,-114.0184443
AZ,4013,Maricopa County,0.93,0.65,33.34883,-112.49123
AZ,4015,Mohave County,0.79,0.4,35.721803800000004,-113.8271174
AZ,4017,Navajo County,0.47,0.27,35.1819775,-110.3549451
AZ,4019,Pima County,0.92,0.44,32.1112624,-111.6546163
AZ,4021,Pinal County,0.68,0.29,32.8085851,-111.4426212
AZ,4023,Santa Cruz County,0.83,0.11,31.5094579,-110.8476281
AZ,4025,Yavapai County,0.87,0.46,34.5668857,-112.5515965
AZ,4027,Yuma County,0.9,0.37,32.7915374,-113.8975031
AR,5001,Arkansas County,0.1,0.04,34.2902454,-91.3598511
AR,5003,Ashley County,0.52,0.03,33.1742582,-91.7295595
AR,5005,Baxter County,0.77,0.39,36.2820691,-92.3445222
AR,5007,Benton County,0.95,0.45,36.3456186,-94.2670404
AR,5009,Boone County,0.71,0.24,36.2829183,-93.0784759
AR,5011,Bradley County,0.62,0.07,33.4494147,-92.16876
AR,5013,Calhoun County,0.07,0.12,33.5556787,-92.5143633
AR,5015,Carroll County,1,0.21,36.3386737,-93.5093048
AR,5017,Chicot County,0.54,0.02,33.2536665,-91.3026986
AR,5019,Clark County,0.76,0.22,34.0541966,-93.198963
AR,5021,Clay County,0.66,0.08,36.3609902,-90.4087659
AR,5023,Cleburne County,0.53,0.19,35.5298937,-92.0312818
AR,5025,Cleveland County,0.83,0.01,33.8847138,-92.1724506
AR,5027,Columbia County,0.68,0.16,33.1938586,-93.2344337
AR,5029,Conway County,0.45,0.11,35.2521996,-92.6888936
AR,5031,Craighead County,0.86,0.44,35.8348413,-90.6441144
AR,5033,Crawford County,0.86,0.25,35.5803044,-94.2684622
AR,5035,Crittenden County,0.8,0.22,35.2505701,-90.3192299
AR,5037,Cross County,0.57,0.11,35.3001216,-90.7750181
AR,5039,Dallas County,0.38,0.04,33.9630776,-92.6853662
AR,5041,Desha County,0.7,0.09,33.7740219,-91.3110517
AR,5043,Drew County,0.68,0.13,33.5716907,-91.7160969
AR,5045,Faulkner County,0.92,0.24,35.1470851,-92.3219053
AR,5047,Franklin County,0.21,0.05,35.5110075,-93.8864847
AR,5049,Fulton County,0.27,0.11,36.3783981,-91.8110982
AR,5051,Garland County,0.97,0.24,34.5488944,-93.1838539
AR,5053,Grant County,0.43,0.09,34.2773864,-92.420578
AR,5055,Greene County,0.73,0.21,36.091803,-90.5778883
AR,5057,Hempstead County,0.64,0.13,33.6949319,-93.6929825
AR,5059,Hot Spring County,0.56,0.22,34.2956351,-92.9005742
AR,5061,Howard County,0.17,0.02,34.0744088,-93.9745776
AR,5063,Independence County,0.66,0.29,35.718344,-91.55326
AR,5065,Izard County,0.44,0.12,36.0832532,-91.8894787
AR,5067,Jackson County,0.78,0.17,35.5770886,-91.196742
AR,5069,Jefferson County,0.57,0.09,34.2711667,-91.9248307
AR,5071,Johnson County,0.53,0.14,35.5600697,-93.4550108
AR,5073,Lafayette County,0.14,0.02,33.1821484,-93.5972459
AR,5075,Lawrence County,0.46,0.09,36.0078212,-91.1655476
AR,5077,Lee County,0.3,0.03,34.7836833,-90.7759619
AR,5079,Lincoln County,0.17,0.03,33.9359663,-91.7713274
AR,5081,Little River County,0.58,0.04,33.6968793,-94.2065398
AR,5083,Logan County,0.22,0.03,35.2255171,-93.7233321
AR,5085,Lonoke County,0.77,0.32,34.7414404,-91.862792
AR,5087,Madison County,0.34,0.07,35.9728095,-93.7589024
AR,5089,Marion County,0.42,0.15,36.2378521,-92.6999559
AR,5091,Miller County,0.92,0.23,33.2766729,-93.9214795
AR,5093,Mississippi County,0.72,0.15,35.7547987,-90.0875933
AR,5095,Monroe County,0.13,0.03,34.6778982,-91.2289578
AR,5097,Montgomery County,0.43,0.04,34.5218805,-93.6508234
AR,5099,Nevada County,0.47,0.02,33.6413476,-93.3055491
AR,5101,Newton County,0.01,0.03,35.918468,-93.2273047
AR,5103,Ouachita County,0.58,0.12,33.5680929,-92.9355875
AR,5105,Perry County,0.66,0.16,34.9616474,-92.8757514
AR,5107,Phillips County,0.84,0.14,34.4427373,-90.8331287
AR,5109,Pike County,0.42,0.05,34.1435885,-93.6428966
AR,5111,Poinsett County,0.63,0.08,35.5730183,-90.6717121
AR,5113,Polk County,0.63,0.07,34.4995799,-94.2397116
AR,5115,Pope County,0.87,0.32,35.453867,-93.0498623
AR,5117,Prairie County,0.36,0.02,34.8105247,-91.5751148
AR,5119,Pulaski County,0.97,0.4,34.7550166,-92.3003472
AR,5121,Randolph County,0.63,0.12,36.3412315,-91.0387017
AR,5123,St. Francis County,0.36,0.06,35.0153956,-90.7263194
AR,5125,Saline County,0.91,0.23,34.6021249,-92.6542869
AR,5127,Scott County,0.48,0.01,34.8469384,-94.0431714
AR,5129,Searcy County,0.32,0.01,35.9018987,-92.7098744
AR,5131,Sebastian County,0.94,0.34,35.1770785,-94.2654285
AR,5133,Sevier County,0.74,0.06,33.9867858,-94.243888
AR,5135,Sharp County,0.41,0.11,36.1344424,-91.4930274
AR,5137,Stone County,0.01,0.04,35.8317159,-92.1747633
AR,5139,Union County,0.72,0.23,33.1637366,-92.6171029
AR,5141,Van Buren County,0.39,0.03,35.5759086,-92.4916144
AR,5143,Washington County,0.93,0.42,35.9672625,-94.2280656
AR,5145,White County,0.64,0.13,35.2463042,-91.7169687
AR,5147,Woodruff County,0.37,0.04,35.1714574,-91.2229851
AR,5149,Yell County,0.8,0.15,34.9906072,-93.4283105
CA,6001,Alameda County,0.99,0.68,37.6090291,-121.899142
CA,6003,Alpine County,0.09,0.1,38.5893934,-119.8345013
CA,6005,Amador County,0.68,0.2,38.449089,-120.5911018
CA,6007,Butte County,0.88,0.49,39.6519275,-121.5858444
CA,6009,Calaveras County,0.9,0.34,38.2558181,-120.4981492
CA,6011,Colusa County,0.34,0.14,39.1465578,-122.2209563
CA,6013,Contra Costa County,0.98,0.72,37.9034806,-121.9175345
CA,6015,Del Norte County,0.94,0.65,41.7261767,-123.91328
CA,6017,El Dorado County,0.99,0.55,38.7574137,-120.5276129
CA,6019,Fresno County,0.98,0.39,36.6713502,-119.8155355
CA,6021,Glenn County,0.7,0.12,39.5912766,-122.3778662
CA,6023,Humboldt County,0.83,0.46,40.5997415,-123.8997734
CA,6025,Imperial County,0.82,0.4,33.0305487,-115.3595666
CA,6027,Inyo County,0.87,0.44,36.5595325,-117.4074712
CA,6029,Kern County,0.95,0.34,35.3145701,-118.7538222
CA,6031,Kings County,0.89,0.33,36.0784807,-119.7956342
CA,6033,Lake County,0.84,0.25,39.0505411,-122.7776556
CA,6035,Lassen County,0.48,0.14,40.7685579,-120.730998
CA,6037,Los Angeles County,0.99,0.65,34.3155072,-118.2096814
CA,6039,Madera County,0.99,0.24,37.1716264,-119.7737991
CA,6041,Marin County,0.97,0.55,38.0409144,-122.6199638
CA,6043,Mariposa County,0.5,0.05,37.570148,-119.9036592
CA,6045,Mendocino County,0.75,0.26,39.3176491,-123.4126399
CA,6047,Merced County,1,0.34,37.1641544,-120.7678602
CA,6049,Modoc County,0.14,0.02,41.5450487,-120.7435998
CA,6051,Mono County,0.76,0.53,37.9533927,-118.9398758
CA,6053,Monterey County,0.99,0.42,36.2231079,-121.3877428
CA,6055,Napa County,0.93,0.46,38.4898675,-122.3218414
CA,6057,Nevada County,0.76,0.31,39.3540335,-120.8089843
CA,6059,Orange County,0.98,0.75,33.7500378,-117.8704931
CA,6061,Placer County,0.97,0.67,39.1012064,-120.7650606
CA,6063,Plumas County,0.18,0.13,39.9430988,-120.8059521
CA,6065,Riverside County,0.96,0.65,33.7219991,-116.0372472
CA,6067,Sacramento County,0.97,0.61,38.4732259,-121.2980707
CA,6069,San Benito County,0.99,0.45,36.6248089,-121.1177379
CA,6071,San Bernardino County,0.94,0.64,34.8253019,-116.0833144
CA,6073,San Diego County,0.98,0.62,32.9637838,-116.7706277
CA,6075,San Francisco County,0.99,0.54,37.7790262,-122.419906
CA,6077,San Joaquin County,1,0.48,37.9372901,-121.2773719
CA,6079,San Luis Obispo County,0.97,0.54,35.3540209,-120.3757163
CA,6081,San Mateo County,0.99,0.62,37.496904,-122.3330573
CA,6083,Santa Barbara County,0.92,0.53,34.7136533,-119.9858232
CA,6085,Santa Clara County,1,0.93,37.2333253,-121.6846349
CA,6087,Santa Cruz County,1,0.56,37.050096,-121.9905908
CA,6089,Shasta County,0.75,0.48,40.7965121,-121.9979194
CA,6091,Sierra County,0.12,0.03,39.5849065,-120.5305731
CA,6093,Siskiyou County,0.18,0.12,41.5007223,-122.54435414752092
CA,6095,Solano County,0.95,0.58,38.2218938,-121.9163555
CA,6097,Sonoma County,0.96,0.53,38.5110803,-122.8473388
CA,6099,Stanislaus County,1,0.41,37.5500871,-121.0501425
CA,6101,Sutter County,0.91,0.56,38.9509675,-121.697088
CA,6103,Tehama County,0.49,0.17,40.1251334,-122.2015529
CA,6105,Trinity County,0.21,0.07,40.6053256,-123.171268
CA,6107,Tulare County,0.97,0.32,36.2516475,-118.852583
CA,6109,Tuolumne County,0.92,0.38,38.056944,-119.9919351
CA,6111,Ventura County,0.98,0.69,34.4458248,-119.0779359
CA,6113,Yolo County,0.97,0.46,38.7184542,-121.9059001
CA,6115,Yuba County,0.8,0.38,39.2839755,-121.3556818
CO,8001,Adams County,0.98,0.7,39.9787786,-91.2110065
CO,8003,Alamosa County,0.72,0.4,37.5780995,-105.7890452
CO,8005,Arapahoe County,0.99,0.74,39.6416781,-104.3628567
CO,8007,Archuleta County,0.35,0.17,37.1995993,-107.0842479
CO,8009,Baca County,0.54,0.14,37.3147687,-102.5770885
CO,8011,Bent County,0.49,0.11,37.9421152,-103.0964287
CO,8013,Boulder County,0.95,0.73,40.102555,-105.3632079
CO,8014,Broomfield County,0.97,0.85,39.9379892,-105.0587294
CO,8015,Chaffee County,0.69,0.33,38.7413025,-106.1825012
CO,8017,Cheyenne County,0.82,0.13,39.7955799,-101.7575491
CO,8019,Clear Creek County,0.77,0.25,39.6754591,-105.6435349
CO,8021,Conejos County,0.1,0.04,37.1851939,-106.1655431
CO,8023,Costilla County,0.59,0.21,37.2367948,-105.4182008
CO,8025,Crowley County,0.67,0.07,38.3394806,-103.8263042
CO,8027,Custer County,0.28,0.05,38.1072962,-105.3543375
CO,8029,Delta County,0.92,0.34,33.3926893,-95.6749486
CO,8031,Denver County,1,0.65,39.7348381,-104.9653271
CO,8033,Dolores County,0.11,0.14,37.7524811,-108.4596087
CO,8035,Douglas County,0.98,0.94,39.7628415,-88.2170516
CO,8037,Eagle County,0.84,0.61,39.6161124,-106.7172844
CO,8039,Elbert County,0.8,0.2,34.1194318,-82.8408412
CO,8041,El Paso County,0.94,0.68,31.8072184,-106.2230394
CO,8043,Fremont County,0.84,0.43,40.7345943,-95.5924782
CO,8045,Garfield County,0.8,0.47,39.5462048,-107.8776144
CO,8047,Gilpin County,0.39,0.23,39.8586654,-105.5025219
CO,8049,Grand County,0.7,0.46,40.0990074,-106.1366966
CO,8051,Gunnison County,0.9,0.32,38.6476702,-107.0603126
CO,8053,Hinsdale County,0.45,0.06,37.813681,-107.3304179
CO,8055,Huerfano County,0.55,0.15,37.7013983,-105.0218531
CO,8057,Jackson County,0.78,0.03,28.9224028,-96.55561
CO,8059,Jefferson County,0.99,0.62,29.834772,-94.1704496
CO,8061,Kiowa County,0.53,0.04,37.5529578,-99.296556
CO,8063,Kit Carson County,0.93,0.11,39.3080613,-102.62075
CO,8065,Lake County,0.89,0.3,39.0505411,-122.7776556
CO,8067,La Plata County,0.82,0.33,37.2889732,-107.8539029
CO,8069,Larimer County,0.88,0.62,40.6810174,-105.4726907
CO,8071,Las Animas County,0.67,0.23,37.3096626,-104.0591427
CO,8073,Lincoln County,0.19,0.2,35.4866424,-81.2062724
CO,8075,Logan County,0.93,0.35,40.1075089,-89.3768539
CO,8077,Mesa County,0.92,0.54,39.0589084,-108.565996
CO,8079,Mineral County,0.82,0.28,37.6584133,-106.9311267
CO,8081,Moffat County,0.95,0.39,40.6083135,-108.252345
CO,8083,Montezuma County,0.58,0.16,37.3476546,-108.6260849
CO,8085,Montrose County,0.93,0.49,38.4375391,-108.2403855
CO,8087,Morgan County,0.86,0.37,39.7062265,-90.190335
CO,8089,Otero County,0.87,0.35,37.8872079,-103.7415268
CO,8091,Ouray County,1,0.14,38.146044,-107.7414887
CO,8093,Park County,0.59,0.12,39.6108707,-90.8538306
CO,8095,Phillips County,1,0.29,40.5888329,-102.3701723
CO,8097,Pitkin County,0.87,0.69,39.2037774,-106.8695332
CO,8099,Prowers County,0.72,0.26,37.9455797,-102.4130793
CO,8101,Pueblo County,0.91,0.45,38.187635,-104.5350145
CO,8103,Rio Blanco County,0.7,0.46,39.9847294,-108.1807779
CO,8105,Rio Grande County,0.79,0.23,37.5668223,-106.3832155
CO,8107,Routt County,0.96,0.42,40.4514373,-106.9724072
CO,8109,Saguache County,0.71,0.1,38.0945348,-106.3563372
CO,8111,San Juan County,0.4,0.23,37.7633081,-107.6495508
CO,8113,San Miguel County,0.66,0.24,38.0292476,-108.4712533
CO,8115,Sedgwick County,0.78,0.14,37.6448148,-97.4641388
CO,8117,Summit County,0.91,0.92,41.1457902,-81.5333603
CO,8119,Teller County,0.78,0.27,38.889575,-105.1797307
CO,8121,Washington County,0.81,0.07,30.2226352,-96.3936114
CO,8123,Weld County,0.79,0.59,40.5632344,-104.4835287
CO,8125,Yuma County,0.98,0.19,40.0163487,-102.458253
CT,9001,Fairfield County,1,0.58,41.2943069,-73.37486
CT,9003,Hartford County,0.99,0.54,41.7923478,-72.722324
CT,9005,Litchfield County,1,0.53,41.767249,-73.2543049
CT,9007,Middlesex County,0.99,0.55,42.485452,-71.3968261
CT,9009,New Haven County,0.99,0.46,41.4082,-72.9330283
CT,9011,New London County,0.98,0.5,41.4915013,-72.1237666
CT,9013,Tolland County,0.97,0.59,41.818446,-72.3562252
CT,9015,Windham County,0.99,0.49,41.8208345,-72.0051201
DE,10001,Kent County,0.96,0.6,33.1665316,-100.7846477
DE,10003,New Castle County,0.98,0.7,39.6159851,-75.662956
DE,10005,Sussex County,0.97,0.54,36.9096897,-77.2741121
DC,11001,District of Columbia,0.98,0.59,NA,NA
FL,12001,Alachua County,0.84,0.43,29.675568,-82.3640109
FL,12003,Baker County,0.84,0.26,30.3143459,-82.2847163
FL,12005,Bay County,0.94,0.52,30.2481693,-85.6593633
FL,12007,Bradford County,1,0.09,29.9715087,-82.1608653
FL,12009,Brevard County,1,0.6,28.2100203,-80.7997185
FL,12011,Broward County,0.98,0.63,26.1598074,-80.4623642
FL,12013,Calhoun County,0.7,0.09,30.3853734,-85.2223516
FL,12015,Charlotte County,0.9,0.52,26.9013269,-81.9156799
FL,12017,Citrus County,0.94,0.57,28.8512851,-82.5141209
FL,12019,Clay County,1,0.56,29.9766524,-81.8470596
FL,12021,Collier County,0.95,0.6,26.087964,-81.3794941
FL,12023,Columbia County,0.82,0.34,30.2095235,-82.62636971302578
FL,12027,DeSoto County,0.67,0.09,27.190253,-81.8244232
FL,12029,Dixie County,0.01,0.02,29.6214008,-83.17351
FL,12031,Duval County,1,0.55,30.3540073,-81.6632109
FL,12033,Escambia County,0.96,0.45,30.6625885,-87.3451089
FL,12035,Flagler County,0.96,0.59,29.4844412,-81.2917415
FL,12037,Franklin County,0.96,0.27,29.8323143,-84.8239118
FL,12039,Gadsden County,0.89,0.13,30.5937346,-84.6389937
FL,12041,Gilchrist County,0.23,0.04,29.7131619,-82.7975172
FL,12043,Glades County,0.73,0.05,26.9328123,-81.1895983
FL,12045,Gulf County,0.89,0.23,29.9665252,-85.2175889
FL,12047,Hamilton County,0.59,0.05,30.5232289,-82.9763531
FL,12049,Hardee County,0.94,0.09,27.4856349,-81.8196804
FL,12051,Hendry County,0.77,0.23,26.597094,-81.1520667
FL,12053,Hernando County,0.98,0.63,28.5710156,-82.4605068
FL,12055,Highlands County,0.87,0.29,27.3513186,-81.3615717
FL,12057,Hillsborough County,1,0.66,27.9184543,-82.3488057
FL,12059,Holmes County,0.41,0.07,30.8918676,-85.8138207
FL,12061,Indian River County,1,0.59,27.7041555,-80.5894422
FL,12063,Jackson County,0.53,0.12,30.8013861,-85.2063186
FL,12065,Jefferson County,0.29,0.06,30.3949531,-83.9326576
FL,12067,Lafayette County,0.51,0.04,29.9978185,-83.2221527
FL,12069,Lake County,1,0.54,28.7006859,-81.78994
FL,12071,Lee County,0.92,0.57,26.5999265,-81.8823135
FL,12073,Leon County,0.95,0.43,30.4683062,-84.2549068
FL,12075,Levy County,0.2,0.05,29.3008632,-82.7824592
FL,12077,Liberty County,0.33,0.09,30.2506943,-84.8955989
FL,12079,Madison County,0.63,0.08,30.4514352,-83.4524524
FL,12081,Manatee County,0.99,0.64,27.5213933,-82.3801566
FL,12083,Marion County,0.92,0.41,29.2182454,-82.0626948
FL,12085,Martin County,1,0.56,27.0673711,-80.3994412
FL,12086,Miami-Dade County,0.96,0.57,25.6364246,-80.4989467
FL,12087,Monroe County,0.95,0.51,25.0405135,-80.8337157
FL,12089,Nassau County,0.91,0.53,30.6624329,-81.7707334
FL,12091,Okaloosa County,0.92,0.52,30.6765961,-86.6037748
FL,12093,Okeechobee County,0.81,0.28,27.3923408,-80.8873655
FL,12095,Orange County,1,0.71,28.495156,-81.3111658
FL,12097,Osceola County,1,0.68,28.0443842,-81.1437541
FL,12099,Palm Beach County,0.97,0.55,26.6279798,-80.4494174
FL,12101,Pasco County,0.99,0.64,28.2996183,-82.4522702
FL,12103,Pinellas County,1,0.59,27.8778904,-82.7329309
FL,12105,Polk County,0.95,0.55,27.9448537,-81.7268789
FL,12107,Putnam County,0.81,0.22,29.6266155,-81.7230549
FL,12109,St. Johns County,1,0.77,29.9032284,-81.4145468
FL,12111,St. Lucie County,1,0.51,27.3900897,-80.457904
FL,12113,Santa Rosa County,0.92,0.45,30.6964502,-87.0097524
FL,12115,Sarasota County,0.97,0.68,27.1813609,-82.3609195
FL,12117,Seminole County,1,0.68,28.7225829,-81.2353683
FL,12119,Sumter County,0.92,0.47,28.6689748,-82.076402
FL,12121,Suwannee County,0.81,0.13,30.2101192,-82.9873377
FL,12123,Taylor County,0.65,0.19,30.0926733,-83.6377926
FL,12125,Union County,0.51,0.21,30.044304,-82.3954479
FL,12127,Volusia County,1,0.5,29.0533409,-81.1310761
FL,12129,Wakulla County,0.93,0.29,30.1480038,-84.3543512
FL,12131,Walton County,0.75,0.51,30.6204939,-86.1912678
FL,12133,Washington County,0.37,0.08,30.6009343,-85.6762025
GA,13001,Appling County,0.48,0.09,31.7771435,-82.2996274
GA,13003,Atkinson County,0.59,0.07,31.3030105,-82.8839362
GA,13005,Bacon County,0.66,0.18,31.5555512,-82.4442559
GA,13007,Baker County,0.02,0.02,30.3143459,-82.2847163
GA,13009,Baldwin County,0.93,0.38,33.0869398,-83.2633216
GA,13011,Banks County,0.69,0.12,34.3378598,-83.4970026
GA,13013,Barrow County,0.99,0.59,33.9848611,-83.6996482
GA,13015,Bartow County,0.95,0.41,34.2394683,-84.8406984
GA,13017,Ben Hill County,0.9,0.43,31.7462726,-83.2355879
GA,13019,Berrien County,0.82,0.11,41.9838614,-86.3985714
GA,13021,Bibb County,0.97,0.36,32.8095879,-83.694562
GA,13023,Bleckley County,0.43,0.13,32.4305311,-83.3311795
GA,13025,Brantley County,1,0.2,31.1928547,-81.9943569
GA,13027,Brooks County,0.79,0.09,26.9879856,-98.2071041
GA,13029,Bryan County,0.96,0.56,32.0034889,-81.4241017
GA,13031,Bulloch County,0.98,0.38,32.3846338,-81.744832
GA,13033,Burke County,0.72,0.2,35.7270403,-81.6632108
GA,13035,Butts County,0.78,0.19,33.2825083,-83.9548161
GA,13037,Calhoun County,0.42,0.05,28.5031572,-96.6736551
GA,13039,Camden County,0.94,0.44,30.9298212,-81.6225075
GA,13043,Candler County,1,0.43,32.4146577,-82.0930776
GA,13045,Carroll County,0.92,0.33,42.0647352,-89.9556785
GA,13047,Catoosa County,0.99,0.37,34.8911137,-85.131315
GA,13049,Charlton County,0.6,0.03,30.8775388,-82.1185847
GA,13051,Chatham County,0.96,0.53,35.7151316,-79.2533035
GA,13053,Chattahoochee County,0.57,0.59,32.3320278,-84.7939799
GA,13055,Chattooga County,0.97,0.15,34.4620931,-85.3660518
GA,13057,Cherokee County,0.97,0.69,31.8390826,-95.1791849
GA,13059,Clarke County,0.99,0.48,41.0152092,-93.7842976
GA,13061,Clay County,0.63,0.02,33.6856157,-98.2123296
GA,13063,Clayton County,0.98,0.41,33.5204959,-84.3591713
GA,13065,Clinch County,0.63,0.05,30.8938781,-82.6923467
GA,13067,Cobb County,0.98,0.65,33.9373948,-84.5732006
GA,13069,Coffee County,0.89,0.24,31.5301809,-82.8405691
GA,13071,Colquitt County,0.88,0.24,31.1803601,-83.7696152
